state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Kentucky,5/28/2020,-8.0,10.0,74.0,-12.0,-34.0,10.0
Louisiana,5/28/2020,-12.0,3.0,1.0,-22.0,-29.0,10.0
Maine,5/28/2020,-15.0,6.0,147.0,-22.0,-33.0,11.0
Maryland,5/28/2020,-28.0,-10.0,27.0,-46.0,-48.0,21.0
Massachusetts,5/28/2020,-30.0,-8.0,53.0,-59.0,-49.0,19.0
Michigan,5/28/2020,-22.0,-2.0,78.0,-30.0,-43.0,16.0
Minnesota,5/28/2020,-24.0,1.0,130.0,-40.0,-41.0,15.0
Mississippi,5/28/2020,-2.0,5.0,33.0,-1.0,-26.0,9.0
Missouri,5/28/2020,-11.0,3.0,41.0,-19.0,-34.0,12.0
Montana,5/28/2020,2.0,17.0,142.0,-1.0,-24.0,5.0
Nebraska,5/28/2020,-12.0,3.0,126.0,3.0,-32.0,12.0
Nevada,5/28/2020,-24.0,-4.0,-27.0,-42.0,-42.0,15.0
New Hampshire,5/28/2020,-9.0,2.0,121.0,-19.0,-37.0,15.0
New Jersey,5/28/2020,-42.0,-10.0,41.0,-55.0,-49.0,21.0
New Mexico,5/28/2020,-17.0,5.0,36.0,-14.0,-38.0,14.0
New York,5/28/2020,-44.0,-7.0,7.0,-58.0,-49.0,20.0
North Carolina,5/28/2020,-15.0,0.0,21.0,-30.0,-34.0,13.0
North Dakota,5/28/2020,-2.0,6.0,115.0,-6.0,-27.0,9.0
Ohio,5/28/2020,-7.0,5.0,111.0,-11.0,-35.0,12.0
Oklahoma,5/28/2020,0.0,10.0,58.0,0.0,-29.0,9.0
Oregon,5/28/2020,-18.0,4.0,89.0,-28.0,-39.0,12.0
Pennsylvania,5/28/2020,-26.0,-5.0,29.0,-44.0,-41.0,16.0
Rhode Island,5/28/2020,-18.0,-6.0,100.0,-47.0,-41.0,16.0
South Carolina,5/28/2020,-6.0,4.0,21.0,-4.0,-29.0,11.0
South Dakota,5/28/2020,-2.0,18.0,205.0,13.0,-28.0,9.0
Tennessee,5/28/2020,-5.0,4.0,50.0,-17.0,-30.0,9.0
Texas,5/28/2020,-13.0,-2.0,18.0,-30.0,-37.0,14.0
Utah,5/28/2020,-7.0,12.0,146.0,-30.0,-39.0,12.0
Vermont,5/28/2020,-20.0,-7.0,79.0,-26.0,-39.0,14.0
Virginia,5/28/2020,-24.0,-4.0,23.0,-40.0,-42.0,17.0
Washington,5/28/2020,-26.0,-1.0,102.0,-42.0,-44.0,15.0
West Virginia,5/28/2020,-1.0,7.0,36.0,1.0,-30.0,9.0
Wisconsin,5/28/2020,-16.0,0.0,69.0,-19.0,-34.0,14.0
Wyoming,5/28/2020,1.0,16.0,119.0,21.0,-25.0,6.0
Alabama,5/29/2020,-9.0,2.0,45.0,-5.0,-28.0,10.0
Alaska,5/29/2020,0.0,10.0,153.0,-19.0,-25.0,7.0
Arizona,5/29/2020,-22.0,-7.0,-13.0,-30.0,-36.0,13.0
Arkansas,5/29/2020,-5.0,7.0,127.0,-2.0,-27.0,8.0
California,5/29/2020,-40.0,-8.0,-9.0,-43.0,-41.0,17.0
Colorado,5/29/2020,-22.0,-1.0,67.0,-33.0,-39.0,13.0
Connecticut,5/29/2020,-26.0,-11.0,44.0,-38.0,-40.0,18.0
Delaware,5/29/2020,-26.0,-9.0,28.0,-36.0,-38.0,17.0
District of Columbia,5/29/2020,-56.0,-23.0,-44.0,-70.0,-60.0,24.0
Florida,5/29/2020,-24.0,-9.0,-20.0,-43.0,-33.0,14.0
Georgia,5/29/2020,-16.0,-4.0,44.0,-38.0,-36.0,13.0
Hawaii,5/29/2020,-39.0,-17.0,-38.0,-59.0,-35.0,17.0
Idaho,5/29/2020,-6.0,12.0,187.0,7.0,-28.0,6.0
Illinois,5/29/2020,-25.0,-3.0,62.0,-36.0,-41.0,15.0
Indiana,5/29/2020,-9.0,0.0,129.0,-3.0,-31.0,11.0
Iowa,5/29/2020,-7.0,16.0,203.0,4.0,-29.0,8.0
Kansas,5/29/2020,-5.0,0.0,197.0,9.0,-28.0,6.0
Kentucky,5/29/2020,-13.0,5.0,83.0,-13.0,-33.0,12.0
Louisiana,5/29/2020,-17.0,0.0,2.0,-25.0,-30.0,11.0
Maine,5/29/2020,-19.0,1.0,119.0,-28.0,-33.0,12.0
Maryland,5/29/2020,-28.0,-10.0,63.0,-42.0,-46.0,20.0
Massachusetts,5/29/2020,-34.0,-12.0,36.0,-58.0,-47.0,20.0
Michigan,5/29/2020,-30.0,-9.0,98.0,-29.0,-41.0,17.0
Minnesota,5/29/2020,-30.0,1.0,102.0,-47.0,-43.0,16.0
Mississippi,5/29/2020,-7.0,1.0,34.0,-2.0,-26.0,9.0
Missouri,5/29/2020,-3.0,4.0,142.0,-8.0,-24.0,8.0
Montana,5/29/2020,-6.0,17.0,134.0,1.0,-24.0,5.0
Nebraska,5/29/2020,-12.0,7.0,155.0,7.0,-31.0,10.0
Nevada,5/29/2020,-27.0,-7.0,-33.0,-43.0,-41.0,16.0
New Hampshire,5/29/2020,-16.0,-1.0,96.0,-28.0,-37.0,16.0
New Jersey,5/29/2020,-43.0,-11.0,52.0,-54.0,-48.0,22.0
New Mexico,5/29/2020,-21.0,6.0,25.0,-18.0,-34.0,13.0
New York,5/29/2020,-47.0,-11.0,3.0,-57.0,-49.0,22.0
North Carolina,5/29/2020,-18.0,-3.0,26.0,-30.0,-33.0,13.0
North Dakota,5/29/2020,-9.0,1.0,167.0,-2.0,-25.0,8.0
Ohio,5/29/2020,-16.0,-4.0,93.0,-12.0,-34.0,13.0
Oklahoma,5/29/2020,-3.0,6.0,90.0,3.0,-28.0,8.0
Oregon,5/29/2020,-23.0,-1.0,78.0,-27.0,-37.0,12.0
Pennsylvania,5/29/2020,-30.0,-8.0,36.0,-44.0,-39.0,17.0
Rhode Island,5/29/2020,-22.0,-8.0,71.0,-49.0,-39.0,17.0
South Carolina,5/29/2020,-10.0,1.0,22.0,-4.0,-29.0,10.0
South Dakota,5/29/2020,-4.0,19.0,252.0,10.0,-26.0,8.0
Tennessee,5/29/2020,-8.0,2.0,67.0,-17.0,-30.0,9.0
Texas,5/29/2020,-15.0,-1.0,13.0,-28.0,-35.0,13.0
Utah,5/29/2020,-14.0,12.0,131.0,-29.0,-36.0,11.0
Vermont,5/29/2020,-28.0,-14.0,37.0,-35.0,-40.0,16.0
Virginia,5/29/2020,-25.0,-6.0,40.0,-38.0,-41.0,17.0
Washington,5/29/2020,-29.0,-3.0,112.0,-41.0,-43.0,14.0
West Virginia,5/29/2020,-10.0,-1.0,39.0,1.0,-29.0,10.0
Wisconsin,5/29/2020,-16.0,2.0,158.0,-7.0,-32.0,13.0
Wyoming,5/29/2020,-3.0,16.0,145.0,27.0,-23.0,6.0
Alabama,5/3/2020,-20.0,4.0,52.0,-18.0,-27.0,6.0
Alaska,5/3/2020,-9.0,4.0,110.0,-43.0,-21.0,4.0
Arizona,5/3/2020,-34.0,-10.0,-18.0,-38.0,-30.0,8.0
Arkansas,5/3/2020,-15.0,6.0,38.0,-20.0,-22.0,5.0
California,5/3/2020,-50.0,-12.0,-21.0,-45.0,-32.0,12.0
Colorado,5/3/2020,-31.0,-6.0,43.0,-45.0,-31.0,8.0
Connecticut,5/3/2020,-30.0,-13.0,116.0,-44.0,-28.0,8.0
Delaware,5/3/2020,-37.0,-14.0,20.0,-44.0,-34.0,9.0
District of Columbia,5/3/2020,-64.0,-30.0,-56.0,-71.0,-44.0,14.0
Florida,5/3/2020,-40.0,-14.0,-30.0,-58.0,-35.0,10.0
Georgia,5/3/2020,-26.0,-4.0,39.0,-47.0,-30.0,8.0
Hawaii,5/3/2020,-50.0,-23.0,-50.0,-72.0,-42.0,13.0
Idaho,5/3/2020,-11.0,5.0,121.0,-14.0,-29.0,4.0
Illinois,5/3/2020,-35.0,-9.0,85.0,-39.0,-31.0,9.0
Indiana,5/3/2020,-25.0,-3.0,103.0,-19.0,-30.0,7.0
Iowa,5/3/2020,-18.0,20.0,212.0,-16.0,-23.0,4.0
Kansas,5/3/2020,-19.0,-2.0,102.0,-9.0,-26.0,6.0
Kentucky,5/3/2020,-27.0,-1.0,44.0,-28.0,-30.0,7.0
Louisiana,5/3/2020,-28.0,-1.0,3.0,-40.0,-28.0,7.0
Maine,5/3/2020,-23.0,-3.0,98.0,-39.0,-22.0,5.0
Maryland,5/3/2020,-40.0,-15.0,31.0,-46.0,-36.0,12.0
Massachusetts,5/3/2020,-37.0,-18.0,90.0,-55.0,-34.0,10.0
Michigan,5/3/2020,-30.0,-9.0,204.0,-35.0,-33.0,6.0
Minnesota,5/3/2020,-28.0,-1.0,156.0,-45.0,-29.0,6.0
Mississippi,5/3/2020,-15.0,4.0,28.0,-20.0,-26.0,6.0
Missouri,5/3/2020,-23.0,1.0,48.0,-25.0,-26.0,6.0
Montana,5/3/2020,-21.0,7.0,31.0,-20.0,-24.0,5.0
Nebraska,5/3/2020,-22.0,0.0,113.0,-8.0,-21.0,6.0
Nevada,5/3/2020,-40.0,-11.0,-26.0,-55.0,-48.0,11.0
New Hampshire,5/3/2020,-25.0,-13.0,106.0,-35.0,-29.0,6.0
New Jersey,5/3/2020,-52.0,-19.0,93.0,-60.0,-36.0,12.0
New Mexico,5/3/2020,-30.0,-2.0,6.0,-25.0,-28.0,8.0
New York,5/3/2020,-50.0,-16.0,71.0,-57.0,-36.0,10.0
North Carolina,5/3/2020,-27.0,-3.0,39.0,-42.0,-30.0,7.0
North Dakota,5/3/2020,-20.0,-3.0,64.0,-27.0,-19.0,5.0
Ohio,5/3/2020,-26.0,-4.0,150.0,-24.0,-29.0,6.0
Oklahoma,5/3/2020,-14.0,5.0,47.0,-10.0,-23.0,5.0
Oregon,5/3/2020,-33.0,-8.0,5.0,-35.0,-32.0,9.0
Pennsylvania,5/3/2020,-34.0,-10.0,110.0,-41.0,-30.0,8.0
Rhode Island,5/3/2020,-27.0,-12.0,100.0,-41.0,-29.0,8.0
South Carolina,5/3/2020,-22.0,1.0,27.0,-21.0,-29.0,6.0
South Dakota,5/3/2020,-11.0,13.0,194.0,-13.0,-20.0,3.0
Tennessee,5/3/2020,-20.0,0.0,41.0,-26.0,-28.0,5.0
Texas,5/3/2020,-28.0,-10.0,-9.0,-38.0,-28.0,9.0
Utah,5/3/2020,-21.0,-7.0,85.0,-34.0,-33.0,6.0
Vermont,5/3/2020,-34.0,-12.0,120.0,-55.0,-33.0,6.0
Virginia,5/3/2020,-34.0,-8.0,39.0,-45.0,-33.0,9.0
Washington,5/3/2020,-32.0,-9.0,9.0,-44.0,-33.0,9.0
West Virginia,5/3/2020,-21.0,2.0,23.0,-11.0,-26.0,6.0
Wisconsin,5/3/2020,-27.0,-1.0,208.0,-22.0,-25.0,5.0
Wyoming,5/3/2020,-17.0,-1.0,49.0,-9.0,-22.0,5.0
Alabama,5/30/2020,-11.0,7.0,75.0,8.0,-6.0,3.0
Alaska,5/30/2020,-2.0,14.0,152.0,-19.0,-7.0,1.0
Arizona,5/30/2020,-26.0,-7.0,-23.0,-29.0,-12.0,7.0
Arkansas,5/30/2020,-10.0,10.0,109.0,3.0,-5.0,2.0
California,5/30/2020,-42.0,-7.0,-14.0,-38.0,-17.0,11.0
Colorado,5/30/2020,-27.0,-4.0,43.0,-29.0,-14.0,7.0
Connecticut,5/30/2020,-21.0,-8.0,193.0,-26.0,-13.0,6.0
Delaware,5/30/2020,-25.0,-3.0,,-15.0,-12.0,7.0
District of Columbia,5/30/2020,-56.0,-15.0,-16.0,-57.0,-22.0,10.0
Florida,5/30/2020,-26.0,-10.0,-16.0,-43.0,-15.0,7.0
Georgia,5/30/2020,-17.0,-1.0,58.0,-33.0,-9.0,5.0
Hawaii,5/30/2020,-42.0,-19.0,-26.0,-63.0,-28.0,10.0
Idaho,5/30/2020,-10.0,11.0,,17.0,-6.0,1.0
Illinois,5/30/2020,-26.0,1.0,105.0,-21.0,-11.0,5.0
Indiana,5/30/2020,-8.0,9.0,255.0,13.0,-9.0,2.0
Iowa,5/30/2020,-15.0,19.0,220.0,8.0,-3.0,3.0
Kansas,5/30/2020,-17.0,3.0,205.0,12.0,-4.0,2.0
Kentucky,5/30/2020,-12.0,13.0,188.0,3.0,-9.0,2.0
Louisiana,5/30/2020,-21.0,0.0,-3.0,-19.0,-13.0,5.0
Maine,5/30/2020,-22.0,0.0,130.0,-28.0,-12.0,5.0
Maryland,5/30/2020,-27.0,-5.0,168.0,-24.0,-15.0,8.0
Massachusetts,5/30/2020,-34.0,-12.0,120.0,-45.0,-18.0,8.0
Michigan,5/30/2020,-27.0,-1.0,184.0,-17.0,-14.0,6.0
Minnesota,5/30/2020,-35.0,6.0,114.0,-39.0,-15.0,7.0
Mississippi,5/30/2020,-6.0,6.0,55.0,5.0,-8.0,3.0
Missouri,5/30/2020,-14.0,8.0,145.0,-5.0,-5.0,2.0
Montana,5/30/2020,-9.0,21.0,149.0,5.0,-10.0,0.0
Nebraska,5/30/2020,-23.0,-1.0,74.0,1.0,-7.0,7.0
Nevada,5/30/2020,-30.0,-8.0,-43.0,-41.0,-30.0,10.0
New Hampshire,5/30/2020,-16.0,-1.0,116.0,-13.0,-13.0,6.0
New Jersey,5/30/2020,-40.0,-6.0,173.0,-42.0,-17.0,9.0
New Mexico,5/30/2020,-28.0,-1.0,16.0,-16.0,-15.0,8.0
New York,5/30/2020,-44.0,-6.0,77.0,-47.0,-21.0,9.0
North Carolina,5/30/2020,-16.0,2.0,72.0,-18.0,-10.0,5.0
North Dakota,5/30/2020,-16.0,5.0,204.0,-1.0,-4.0,1.0
Ohio,5/30/2020,-13.0,5.0,230.0,5.0,-9.0,3.0
Oklahoma,5/30/2020,-7.0,11.0,110.0,13.0,-6.0,2.0
Oregon,5/30/2020,-32.0,-9.0,0.0,-27.0,-17.0,8.0
Pennsylvania,5/30/2020,-29.0,-2.0,130.0,-30.0,-14.0,6.0
Rhode Island,5/30/2020,-19.0,-4.0,250.0,-37.0,-16.0,7.0
South Carolina,5/30/2020,-10.0,6.0,56.0,7.0,-9.0,4.0
South Dakota,5/30/2020,-11.0,18.0,198.0,10.0,-5.0,3.0
Tennessee,5/30/2020,-9.0,8.0,133.0,-5.0,-5.0,1.0
Texas,5/30/2020,-19.0,-2.0,15.0,-22.0,-10.0,5.0
Utah,5/30/2020,-22.0,4.0,118.0,-22.0,-8.0,4.0
Vermont,5/30/2020,-25.0,-9.0,122.0,-39.0,-17.0,5.0
Virginia,5/30/2020,-27.0,-2.0,78.0,-26.0,-13.0,7.0
Washington,5/30/2020,-41.0,-13.0,-7.0,-40.0,-21.0,10.0
West Virginia,5/30/2020,-5.0,10.0,125.0,16.0,-8.0,2.0
Wisconsin,5/30/2020,-15.0,11.0,214.0,6.0,-3.0,4.0
Wyoming,5/30/2020,-5.0,16.0,161.0,32.0,-7.0,1.0
Alabama,5/31/2020,-9.0,5.0,79.0,3.0,-14.0,3.0
Alaska,5/31/2020,9.0,14.0,125.0,-25.0,-7.0,1.0
Arizona,5/31/2020,-23.0,-7.0,-20.0,-31.0,-14.0,6.0
Arkansas,5/31/2020,-4.0,13.0,114.0,1.0,-10.0,2.0
California,5/31/2020,-43.0,-13.0,-5.0,-40.0,-19.0,9.0
Colorado,5/31/2020,-19.0,-2.0,65.0,-32.0,-15.0,5.0
Connecticut,5/31/2020,-18.0,-10.0,125.0,-29.0,-11.0,5.0
Delaware,5/31/2020,-23.0,-4.0,100.0,-27.0,-15.0,5.0
District of Columbia,5/31/2020,-54.0,-23.0,-1.0,-59.0,-24.0,9.0
Florida,5/31/2020,-26.0,-12.0,-13.0,-47.0,-19.0,7.0
Georgia,5/31/2020,-17.0,-3.0,59.0,-40.0,-17.0,5.0
Hawaii,5/31/2020,-42.0,-19.0,-26.0,-66.0,-28.0,9.0
Idaho,5/31/2020,7.0,16.0,220.0,19.0,-11.0,0.0
Illinois,5/31/2020,-30.0,-12.0,115.0,-29.0,-17.0,5.0
Indiana,5/31/2020,-6.0,5.0,209.0,5.0,-12.0,2.0
Iowa,5/31/2020,-6.0,21.0,217.0,1.0,-7.0,1.0
Kansas,5/31/2020,-3.0,5.0,133.0,11.0,-9.0,2.0
Kentucky,5/31/2020,-9.0,10.0,153.0,-4.0,-13.0,2.0
Louisiana,5/31/2020,-16.0,2.0,17.0,-24.0,-15.0,4.0
Maine,5/31/2020,-10.0,10.0,153.0,-16.0,-7.0,2.0
Maryland,5/31/2020,-25.0,-8.0,172.0,-28.0,-19.0,7.0
Massachusetts,5/31/2020,-29.0,-13.0,102.0,-46.0,-17.0,7.0
Michigan,5/31/2020,-19.0,-1.0,223.0,-23.0,-14.0,3.0
Minnesota,5/31/2020,-26.0,1.0,188.0,-41.0,-16.0,3.0
Mississippi,5/31/2020,-2.0,5.0,59.0,1.0,-13.0,3.0
Missouri,5/31/2020,-4.0,9.0,122.0,-10.0,-9.0,1.0
Montana,5/31/2020,2.0,18.0,108.0,10.0,-8.0,-1.0
Nebraska,5/31/2020,-15.0,4.0,140.0,6.0,-8.0,3.0
Nevada,5/31/2020,-28.0,-7.0,-19.0,-45.0,-32.0,8.0
New Hampshire,5/31/2020,-9.0,-4.0,103.0,-11.0,-13.0,4.0
New Jersey,5/31/2020,-40.0,-10.0,171.0,-46.0,-18.0,8.0
New Mexico,5/31/2020,-22.0,0.0,25.0,-15.0,-14.0,6.0
New York,5/31/2020,-43.0,-11.0,79.0,-49.0,-21.0,8.0
North Carolina,5/31/2020,-15.0,1.0,75.0,-25.0,-15.0,4.0
North Dakota,5/31/2020,-5.0,5.0,181.0,-6.0,-6.0,-1.0
Ohio,5/31/2020,-8.0,4.0,210.0,-4.0,-11.0,2.0
Oklahoma,5/31/2020,-1.0,10.0,97.0,11.0,-9.0,1.0
Oregon,5/31/2020,-20.0,-2.0,48.0,-20.0,-17.0,5.0
Pennsylvania,5/31/2020,-24.0,-6.0,142.0,-34.0,-16.0,5.0
Rhode Island,5/31/2020,-10.0,-5.0,191.0,-37.0,-12.0,5.0
South Carolina,5/31/2020,-9.0,4.0,60.0,8.0,-14.0,4.0
South Dakota,5/31/2020,6.0,24.0,284.0,17.0,-5.0,0.0
Tennessee,5/31/2020,-6.0,7.0,105.0,-13.0,-14.0,2.0
Texas,5/31/2020,-18.0,-7.0,-5.0,-29.0,-13.0,6.0
Utah,5/31/2020,-10.0,13.0,127.0,-25.0,-19.0,3.0
Vermont,5/31/2020,-20.0,-6.0,77.0,-49.0,-18.0,4.0
Virginia,5/31/2020,-23.0,-4.0,96.0,-30.0,-17.0,5.0
Washington,5/31/2020,-27.0,-6.0,31.0,-36.0,-20.0,7.0
West Virginia,5/31/2020,3.0,13.0,123.0,14.0,-10.0,1.0
Wisconsin,5/31/2020,-5.0,8.0,268.0,-4.0,-6.0,1.0
Wyoming,5/31/2020,6.0,19.0,155.0,21.0,-7.0,0.0
Alabama,5/4/2020,-11.0,6.0,25.0,-15.0,-33.0,11.0
Alaska,5/4/2020,-9.0,3.0,57.0,-36.0,-34.0,12.0
Arizona,5/4/2020,-28.0,-9.0,-15.0,-36.0,-43.0,14.0
Arkansas,5/4/2020,-8.0,6.0,18.0,-15.0,-32.0,11.0
California,5/4/2020,-44.0,-10.0,-17.0,-48.0,-47.0,19.0
Colorado,5/4/2020,-27.0,-8.0,31.0,-46.0,-44.0,16.0
Connecticut,5/4/2020,-30.0,-11.0,34.0,-48.0,-48.0,19.0
Delaware,5/4/2020,-26.0,-11.0,19.0,-41.0,-44.0,16.0
District of Columbia,5/4/2020,-57.0,-25.0,-47.0,-74.0,-66.0,25.0
Florida,5/4/2020,-32.0,-15.0,-30.0,-50.0,-41.0,15.0
Georgia,5/4/2020,-18.0,-3.0,19.0,-43.0,-41.0,14.0
Hawaii,5/4/2020,-46.0,-23.0,-56.0,-63.0,-43.0,19.0
Idaho,5/4/2020,-10.0,4.0,121.0,-14.0,-31.0,8.0
Illinois,5/4/2020,-33.0,-9.0,-6.0,-49.0,-48.0,18.0
Indiana,5/4/2020,-15.0,-1.0,67.0,-16.0,-39.0,14.0
Iowa,5/4/2020,-23.0,10.0,54.0,-17.0,-37.0,15.0
Kansas,5/4/2020,-26.0,-7.0,24.0,-20.0,-38.0,15.0
Kentucky,5/4/2020,-15.0,5.0,57.0,-23.0,-40.0,14.0
Louisiana,5/4/2020,-21.0,-2.0,-4.0,-34.0,-35.0,13.0
Maine,5/4/2020,-23.0,-5.0,44.0,-37.0,-39.0,13.0
Maryland,5/4/2020,-30.0,-14.0,38.0,-51.0,-51.0,21.0
Massachusetts,5/4/2020,-37.0,-17.0,23.0,-66.0,-55.0,21.0
Michigan,5/4/2020,-30.0,-10.0,72.0,-42.0,-53.0,19.0
Minnesota,5/4/2020,-27.0,-2.0,76.0,-49.0,-45.0,17.0
Mississippi,5/4/2020,-5.0,8.0,11.0,-15.0,-31.0,10.0
Missouri,5/4/2020,-22.0,-4.0,0.0,-31.0,-40.0,15.0
Montana,5/4/2020,-8.0,11.0,60.0,-18.0,-27.0,8.0
Nebraska,5/4/2020,-19.0,-1.0,22.0,-16.0,-37.0,16.0
Nevada,5/4/2020,-35.0,-7.0,-27.0,-50.0,-48.0,17.0
New Hampshire,5/4/2020,-22.0,-9.0,52.0,-39.0,-44.0,17.0
New Jersey,5/4/2020,-47.0,-15.0,32.0,-62.0,-55.0,23.0
New Mexico,5/4/2020,-23.0,2.0,5.0,-22.0,-42.0,14.0
New York,5/4/2020,-51.0,-17.0,-11.0,-64.0,-55.0,23.0
North Carolina,5/4/2020,-20.0,-1.0,44.0,-37.0,-40.0,13.0
North Dakota,5/4/2020,-18.0,-5.0,5.0,-23.0,-30.0,14.0
Ohio,5/4/2020,-20.0,-2.0,80.0,-20.0,-42.0,14.0
Oklahoma,5/4/2020,-7.0,5.0,20.0,-10.0,-35.0,12.0
Oregon,5/4/2020,-27.0,-4.0,29.0,-37.0,-43.0,14.0
Pennsylvania,5/4/2020,-31.0,-11.0,29.0,-48.0,-47.0,17.0
Rhode Island,5/4/2020,-26.0,-12.0,56.0,-57.0,-47.0,18.0
South Carolina,5/4/2020,-14.0,2.0,16.0,-21.0,-34.0,11.0
South Dakota,5/4/2020,-17.0,4.0,32.0,-12.0,-32.0,14.0
Tennessee,5/4/2020,-10.0,2.0,19.0,-23.0,-36.0,11.0
Texas,5/4/2020,-23.0,-8.0,-5.0,-36.0,-41.0,16.0
Utah,5/4/2020,-16.0,-5.0,74.0,-35.0,-42.0,14.0
Vermont,5/4/2020,-34.0,-17.0,3.0,-50.0,-49.0,18.0
Virginia,5/4/2020,-26.0,-7.0,39.0,-45.0,-45.0,17.0
Washington,5/4/2020,-30.0,-7.0,18.0,-50.0,-48.0,17.0
West Virginia,5/4/2020,-11.0,6.0,25.0,-12.0,-36.0,11.0
Wisconsin,5/4/2020,-29.0,-5.0,67.0,-27.0,-40.0,15.0
Wyoming,5/4/2020,-14.0,0.0,23.0,-5.0,-28.0,10.0
Alabama,5/5/2020,-12.0,9.0,16.0,-14.0,-33.0,12.0
Alaska,5/5/2020,-6.0,9.0,81.0,-32.0,-33.0,12.0
Arizona,5/5/2020,-27.0,-4.0,-18.0,-33.0,-44.0,15.0
Arkansas,5/5/2020,-5.0,14.0,60.0,-12.0,-32.0,10.0
California,5/5/2020,-44.0,-6.0,-14.0,-46.0,-48.0,19.0
Colorado,5/5/2020,-25.0,-3.0,33.0,-45.0,-47.0,17.0
Connecticut,5/5/2020,-27.0,-5.0,46.0,-43.0,-48.0,18.0
Delaware,5/5/2020,-25.0,-8.0,9.0,-38.0,-45.0,17.0
District of Columbia,5/5/2020,-56.0,-26.0,-61.0,-76.0,-68.0,26.0
Florida,5/5/2020,-31.0,-10.0,-29.0,-48.0,-41.0,16.0
Georgia,5/5/2020,-16.0,3.0,10.0,-40.0,-42.0,15.0
Hawaii,5/5/2020,-43.0,-16.0,-54.0,-64.0,-44.0,20.0
Idaho,5/5/2020,-10.0,10.0,134.0,-8.0,-36.0,11.0
Illinois,5/5/2020,-34.0,-6.0,-28.0,-51.0,-49.0,20.0
Indiana,5/5/2020,-21.0,1.0,8.0,-18.0,-40.0,16.0
Iowa,5/5/2020,-27.0,14.0,13.0,-18.0,-39.0,17.0
Kansas,5/5/2020,-14.0,5.0,109.0,-9.0,-39.0,14.0
Kentucky,5/5/2020,-21.0,4.0,-1.0,-25.0,-42.0,16.0
Louisiana,5/5/2020,-18.0,6.0,-4.0,-30.0,-37.0,13.0
Maine,5/5/2020,-25.0,-3.0,43.0,-35.0,-40.0,14.0
Maryland,5/5/2020,-30.0,-11.0,20.0,-51.0,-52.0,22.0
Massachusetts,5/5/2020,-36.0,-13.0,27.0,-65.0,-56.0,22.0
Michigan,5/5/2020,-31.0,-6.0,41.0,-40.0,-54.0,20.0
Minnesota,5/5/2020,-27.0,1.0,67.0,-47.0,-46.0,19.0
Mississippi,5/5/2020,-5.0,11.0,15.0,-10.0,-33.0,11.0
Missouri,5/5/2020,-13.0,8.0,48.0,-22.0,-40.0,13.0
Montana,5/5/2020,-10.0,15.0,94.0,-13.0,-29.0,8.0
Nebraska,5/5/2020,-15.0,5.0,69.0,-6.0,-37.0,15.0
Nevada,5/5/2020,-32.0,-1.0,-25.0,-45.0,-49.0,17.0
New Hampshire,5/5/2020,-22.0,1.0,57.0,-33.0,-44.0,18.0
New Jersey,5/5/2020,-46.0,-10.0,31.0,-60.0,-55.0,23.0
New Mexico,5/5/2020,-23.0,7.0,11.0,-18.0,-43.0,15.0
New York,5/5/2020,-49.0,-9.0,4.0,-63.0,-55.0,22.0
North Carolina,5/5/2020,-22.0,1.0,10.0,-37.0,-40.0,15.0
North Dakota,5/5/2020,-16.0,-1.0,11.0,-20.0,-32.0,15.0
Ohio,5/5/2020,-24.0,-1.0,31.0,-22.0,-43.0,16.0
Oklahoma,5/5/2020,-4.0,13.0,61.0,-7.0,-34.0,11.0
Oregon,5/5/2020,-25.0,4.0,54.0,-34.0,-44.0,15.0
Pennsylvania,5/5/2020,-30.0,-7.0,20.0,-47.0,-47.0,18.0
Rhode Island,5/5/2020,-23.0,-5.0,67.0,-54.0,-47.0,18.0
South Carolina,5/5/2020,-14.0,5.0,2.0,-18.0,-36.0,13.0
South Dakota,5/5/2020,-14.0,12.0,56.0,-6.0,-33.0,14.0
Tennessee,5/5/2020,-10.0,7.0,10.0,-20.0,-36.0,12.0
Texas,5/5/2020,-21.0,-4.0,-2.0,-34.0,-42.0,17.0
Utah,5/5/2020,-15.0,1.0,104.0,-35.0,-43.0,14.0
Vermont,5/5/2020,-33.0,-10.0,50.0,-43.0,-49.0,18.0
Virginia,5/5/2020,-28.0,-6.0,5.0,-45.0,-47.0,19.0
Washington,5/5/2020,-26.0,1.0,78.0,-46.0,-49.0,17.0
West Virginia,5/5/2020,-14.0,4.0,-6.0,-15.0,-37.0,12.0
Wisconsin,5/5/2020,-30.0,0.0,58.0,-25.0,-41.0,17.0
Wyoming,5/5/2020,-11.0,6.0,47.0,0.0,-29.0,10.0
Alabama,5/6/2020,-11.0,8.0,33.0,-11.0,-34.0,12.0
Alaska,5/6/2020,-6.0,6.0,89.0,-31.0,-33.0,12.0
Arizona,5/6/2020,-30.0,-6.0,-20.0,-34.0,-44.0,15.0
Arkansas,5/6/2020,-4.0,13.0,92.0,-12.0,-31.0,9.0
California,5/6/2020,-46.0,-10.0,-17.0,-47.0,-48.0,20.0
Colorado,5/6/2020,-28.0,-8.0,42.0,-44.0,-48.0,17.0
Connecticut,5/6/2020,-35.0,-13.0,4.0,-47.0,-49.0,20.0
